pkt_rate, byte_rate, flow_dur, avg_pkt_size, flow_count, label
0.47653085537288536,46.70002382654277,4.197,98.0,36,0
12.154432793136321,1191.1344137273595,4.196,98.0,36,0
0.4769854519437158,46.744574290484145,4.193,98.0,36,0
12.166030534351144,1192.2709923664122,4.192,98.0,36,0
0.47744091668656,46.78920983528288,4.189,98.0,36,0
12.177650429799428,1193.409742120344,4.188,98.0,36,0
0.4807692307692307,47.11538461538461,4.16,98.0,36,0
0.4811161895597787,47.14938657685831,4.157,98.0,36,0
0.48157958102576454,47.194798940524926,4.153,98.0,36,0
8.723043372910105,854.8582505451902,4.127,98.0,36,0
0.4849660523763337,47.5266731328807,4.124,98.0,36,0
0.4854368932038835,47.57281553398058,4.12,98.0,36,0
0.4880429477794046,47.82820888238165,4.098,98.0,36,0
0.48851978505129456,47.87493893502686,4.094,98.0,36,0
0.48899755501222497,47.92176039119805,4.09,98.0,36,0
0.49140049140049136,48.157248157248155,4.07,98.0,36,0
4.672897196261682,457.9439252336449,4.066,98.0,36,0
0.49224710804824023,48.24021658872754,4.063,98.0,36,0
0.49443757725587145,48.4548825710754,4.045,98.0,36,0
4.701806483543677,460.7770353872803,4.041,98.0,36,0
0.49529470034670625,48.538880633977215,4.038,98.0,36,0
0.4973887092762994,48.744093509077345,4.021,98.0,36,0
0.49788399302962405,48.792631316903154,4.017,98.0,36,0
0.4982561036372695,48.82909815645241,4.014,98.0,36,0
0.5001250312578145,49.01225306326582,3.999,98.0,36,0
0.5006257822277848,49.061326658322905,3.995,98.0,36,0
0.501002004008016,49.098196392785574,3.992,98.0,36,0
0.5028916268544129,49.28337943173246,3.977,98.0,36,0
0.5033979360684622,49.33299773470929,3.973,98.0,36,0
9.06801007556675,888.6649874055416,3.9699999999999998,98.0,36,0
0.5056890012642224,49.557522123893804,3.955,98.0,36,0
0.2528445006321112,24.778761061946902,3.955,98.0,36,0
0.5060728744939271,49.59514170040486,3.952,98.0,36,0
0.2531004808909137,24.80384712730954,3.951,98.0,36,0
0.508130081300813,49.796747967479675,3.936,98.0,36,0
0.2540650406504065,24.898373983739837,3.936,98.0,36,0
9.947891994315489,948.3657034580766,4.222,95.33333333333333,33,0
5.212035062781331,510.7794361525705,4.221,98.0,33,0
9.2680608365019,908.2699619771863,4.208,98.0,33,0
1.9024970273483948,159.80975029726517,4.205,84.0,33,0
1.1893434823977165,116.55566127497622,4.204,98.0,33,0
1.9061234214915415,160.1143674052895,4.197,84.0,33,0
9.294566253574834,910.8674928503337,4.196,98.0,33,0
1.9134178426213824,160.72709878019612,4.181,84.0,33,0
10.081613058089294,961.1137782045126,4.166,95.33333333333333,33,0
1.9249278152069298,161.69393647738212,4.156,84.0,33,0
1.2030798845043311,117.90182868142446,4.156,98.0,33,0
1.9291053773812394,162.0448517000241,4.147,84.0,33,0
1.9342359767891681,162.47582205029013,4.136,84.0,33,0
10.179350460494424,970.4314105671351,4.126,95.33333333333333,33,0
6.085686465433302,569.1333982473224,4.108,93.52,33,0
1.2171372930866602,119.2794547224927,4.108,98.0,33,0
9.505240068242749,931.5135266877895,4.103,98.0,33,0
1.2204051745179398,119.5997071027581,4.097,98.0,33,0
1.9540791402051783,164.14264777723497,4.094,84.0,33,0
9.528463229904716,933.7893965306621,4.093,98.0,33,0
6.128953174797745,573.1797009070851,4.079,93.52,33,0
6.144015728680266,574.5883509461785,4.069,93.52,33,0
1.9738465334320257,165.80310880829015,4.053,84.0,33,0
6.180469715698393,577.9975278121137,4.045,93.52,33,0
0.9908347783007184,97.1018082734704,4.037,98.0,33,0
1.2437810945273633,121.89054726368161,4.02,98.0,33,0
1.9915359721184962,167.28902165795367,4.017,84.0,33,0
1.245019920318725,122.01195219123505,4.016,98.0,33,0
9.71841515076003,952.4046847744829,4.013,98.0,33,0
2.0010005002501248,168.0840420210105,3.998,84.0,33,0
10.560724163942671,1006.7890369625346,3.977,95.33333333333333,33,0
0.7629704984740591,74.77110885045778,3.932,98.0,33,0
4.338948443083206,425.21694742215413,3.918,98.0,33,0
0.4730368968779565,46.35761589403974,4.228,98.0,21,0
0.4730368968779565,46.35761589403974,4.228,98.0,21,0
0.4733727810650888,46.3905325443787,4.225,98.0,21,0
